1 1000 0 98 -0.041086653569370246 -138.1639841549824 -1.4098365730100244 -0.9218654593919036 -2.965422581735063 -0.06532182025132609 156 844 0 0
2 1105 200 104 -0.041086653569370246 -149.1971427583224 -1.4345879111377153 -1.019511112332796 -2.9616644209510525 -0.06624943883998796 10 95 0 0
3 1262 600 113 -0.021828601725695673 -162.18946410459338 -1.4353049920760477 -1.0938150363130237 -2.9551169282243652 -0.06690877423643346 23 134 0 0
4 1440 1000 130 -0.0019292906936051457 -169.59764434144978 -1.3045972641649983 -0.8360067175052152 -2.9488549473434382 -0.050674379579918244 40 138 0 0
5 1591 1400 145 -0.0019292906936051457 -167.23632235000747 -1.153353947241431 -0.6396331002568938 -2.9329864046483785 -0.050221256426438765 34 117 0 0
6 1745 1800 162 -0.0019292906936051457 -182.7556233944623 -1.128121132064582 -0.5925140934423451 -2.9221660250279786 -0.04152525878608459 29 125 0 0
7 1919 2000 174 -0.0019292906936051457 -189.22065826858963 -1.08747504752063 -0.5407160902638057 -2.903273035783368 -0.03297787276222246 31 143 0 0
8 2021 2200 184 -0.0019292906936051457 -190.67868898703296 -1.036297222755614 -0.5304546932573666 -2.8739218938547357 -0.029093960312527915 20 82 0 0
9 2124 2600 195 -0.0019292906936051457 -197.0129777757347 -1.0103229629524857 -0.4250660828995758 -2.8796987603283783 -0.03166271513271538 15 88 0 0
10 2264 3000 210 -0.0019292906936051457 -201.54056942940375 -0.959716997282875 -0.38582906415746393 -2.873128188103707 -0.02242445123560704 32 108 0 0
11 2443 3400 225 -0.0019292906936051457 -213.8401953466956 -0.950400868207536 -0.34292990048809135 -2.8886654496585917 -0.017852930917699277 29 150 0 0
12 2587 3800 234 -0.0019292906936051457 -217.10563466455474 -0.9278018575408322 -0.32594114109119265 -2.8805954292613993 -0.012893394285754598 31 113 0 0
13 2713 4200 238 -0.0019292906936051457 -220.3804906575117 -0.9259684481408055 -0.32594114109119265 -2.877008753529314 -0.013161990656474028 9 117 0 0
14 2830 4800 248 -0.0019292906936051457 -233.87266864299826 -0.9430349542056382 -0.32594114109119265 -2.873392756687383 -0.011622281426733336 15 102 0 0
15 2943 5400 257 -0.0019292906936051457 -237.47116429896917 -0.9240123124473508 -0.3177915892951855 -2.87220219806084 -0.011897940802706303 21 92 0 0
16 3049 6200 265 -0.0019292906936051457 -246.79991625141608 -0.931320438684589 -0.3290647689064381 -2.8714462790027184 -0.011530394968075675 11 95 0 0
17 3172 7200 274 -0.0019292906936051457 -251.20489952380126 -0.9168062026416104 -0.3124457312671173 -2.8709360197484894 -0.011069012966257957 21 102 0 0
18 3275 7800 281 -0.0019292906936051457 -256.9520721805808 -0.914420185696017 -0.30884311283343413 -2.8705391514396443 -0.011407879689865452 13 90 0 0
19 3393 8600 286 -0.0019292906936051457 -258.3561751936526 -0.9033432699078762 -0.2851776706886169 -2.8671170780708954 -0.011561023787628216 17 101 0 0
20 3517 9200 295 -0.0010927041182051678 -261.4377550195144 -0.8862296780322522 -0.2735297132100342 -2.8609573460071474 -0.010361799755727461 26 98 0 0
21 3645 9800 303 -0.0010927041182051678 -277.1483307967203 -0.9146809597251495 -0.2764623019017247 -2.855876217257078 -0.010206021165208795 12 116 0 0
