1 108 0 47 -0.0002791239169427362 -42.03878573787761 -0.8944422497420769 -0.4992257112834312 -2.860232316760701 -0.012843209581726554 59 49 None None
2 210 200 66 -0.0002791239169427362 -64.9519211722826 -0.9841200177618575 -0.5387298473235148 -2.9886938218095715 -0.023907501378880425 37 65 0 0
3 401 600 95 -0.0002791239169427362 -96.23868284161236 -1.0130387667538143 -0.552469663930601 -3.0044876234418085 -0.018897185170859063 58 133 0 0
4 503 800 114 -0.0002791239169427362 -120.51525747334011 -1.0571513813450888 -0.643993368463113 -3.005787715471994 -0.01846313558315995 35 67 0 0
5 686 1200 126 -0.0002791239169427362 -124.08146436210546 -0.9847735266833767 -0.5419315892080119 -2.9819001032167396 -0.019366783292220968 45 138 0 0
6 846 1400 136 -0.0002791239169427362 -126.58974250566911 -0.9308069301887434 -0.4582581909468203 -2.970442750043037 -0.014926470469904446 28 132 0 0
7 1030 1600 151 -0.0002791239169427362 -135.41537478967302 -0.8967905615210134 -0.4346213151877576 -2.976171426629888 -0.016773341427466892 37 147 0 0
8 1146 2000 160 -0.0002791239169427362 -143.41043031268305 -0.896315189454269 -0.3543036763138014 -2.965859808773556 -0.01712167803798005 23 93 0 0
9 1284 2400 164 -0.0002791239169427362 -137.93911968918684 -0.841092193226749 -0.31498217212254276 -2.964645714050334 -0.011417615987340373 21 117 0 0
10 1441 2800 170 -0.0002791239169427362 -141.59583531119227 -0.832916678301131 -0.27966850953096173 -2.9645089952386297 -0.010129247003607941 23 134 0 0
11 1592 3200 177 -0.0002791239169427362 -147.04378071580916 -0.8307558232531591 -0.2785578413716012 -2.964349489958309 -0.010395076858205296 18 133 0 0
12 1731 3600 179 -0.0002791239169427362 -142.27218855109902 -0.7948166958161956 -0.2448128073146768 -2.964303917021074 -0.010025192722768875 20 119 0 0
13 1920 4000 184 -0.0002791239169427362 -141.90749862622084 -0.7712364055772872 -0.21320465048748438 -2.9629765326023962 -0.009534740962325275 27 162 0 0
14 2039 4200 187 -0.0002791239169427362 -143.0154058630362 -0.7647882666472524 -0.21159735398128657 -2.964577354644482 -0.009579339456382478 11 108 0 0
15 2219 4600 195 -0.0002791239169427362 -147.60200118403245 -0.7569333394052946 -0.20378531782784948 -2.958276557170439 -0.00969826877386835 23 157 0 0
16 2319 4800 196 -0.0002791239169427362 -144.89310394711725 -0.7392505303424349 -0.19779320606527062 -2.9432787174156094 -0.00971313493855408 10 90 0 0
17 2451 5400 207 -0.0002791239169427362 -160.98990965402635 -0.7777290321450548 -0.2005069298988671 -2.9558664934165475 -0.009866708082244793 22 110 0 0
18 2553 5800 211 -0.0002791239169427362 -162.39346499049282 -0.7696372748364588 -0.2005069298988671 -2.950271926305019 -0.009269056840767731 12 90 0 0
19 2681 6200 214 -0.0002791239169427362 -166.2113585221196 -0.776688591224858 -0.20061827736369287 -2.946076000971374 -0.009335382529017834 8 120 0 0
20 2826 6800 225 -0.0002791239169427362 -188.56570852281664 -0.8380698156569628 -0.2112823563688544 -2.9350590126148637 -0.009136405464267534 18 127 0 0
21 2949 7200 228 -0.0002791239169427362 -191.2213851481989 -0.8386902857377144 -0.20266630377964728 -2.9544678516386655 -0.00920273115251764 8 115 0 0
22 3059 8200 233 -0.0002791239169427362 -194.42748254799437 -0.8344527147982591 -0.2005069298988671 -2.9474746427492553 -0.00931327396626781 11 99 0 0
23 3181 9200 236 -0.0002791239169427362 -198.095815787184 -0.8393890499456949 -0.18898461762210528 -2.9432787174156094 -0.0093795996545179 15 107 0 0
24 3294 10600 240 -0.0002791239169427362 -202.07482333138805 -0.8419784305474501 -0.18898461762210528 -2.9376841503040816 -0.008936959434092444 8 105 0 0
25 3426 11200 244 -0.0002791239169427362 -205.5718069048309 -0.8425074053476677 -0.18898461762210528 -2.9353656365926977 -0.0071607709672926526 14 118 0 0
26 3543 12600 254 -0.0002791239169427362 -218.74017713594884 -0.86118179974783 -0.19828565503391585 -2.946076000971374 -0.008270888759042506 15 102 0 0
27 3669 13400 258 -0.0002791239169427362 -225.7620069633294 -0.8750465386175559 -0.20605214194007682 -2.9674552125980203 -0.008714935875742486 10 116 0 0
28 3774 14000 262 -0.0002791239169427362 -230.81498176304186 -0.8809732128360376 -0.20605214194007682 -2.9628597023059573 -0.006938747408942695 8 97 0 0
29 3896 14800 266 -0.0002791239169427362 -235.77113717236853 -0.8863576585427388 -0.19596889852718907 -2.9572651351944295 -0.007382794525642611 11 111 0 0
30 4006 15600 273 -0.0002791239169427362 -246.71457172108936 -0.9037163799307303 -0.2005069298988671 -2.9474746427492553 -0.008159876979867559 11 99 0 0
31 4106 16000 276 -0.0002791239169427362 -250.80686698781903 -0.9087205325645618 -0.19596889852718907 -2.9432787174156094 -0.008492912317392465 8 92 0 0
32 4221 16800 281 -0.0002791239169427362 -256.33123240195243 -0.9122107914660229 -0.21159735398128657 -2.9362855085261996 -0.009047971213267392 10 105 0 0
33 4330 17600 283 -0.0002791239169427362 -260.49135045591834 -0.9204641358866372 -0.2197122643417787 -2.9356722605705317 -0.007049759188117705 13 96 0 0
34 4466 18000 286 -0.0002791239169427362 -262.971265775294 -0.9194799502632658 -0.2015141105683988 -2.9347523886370297 -0.005467760737034449 13 123 0 0
35 4574 19600 289 -0.0002791239169427362 -268.0705314609558 -0.9275796936365253 -0.2197122643417787 -2.953069209860783 -0.005474930495856746 5 103 0 0
36 4696 20600 291 -0.0002791239169427362 -268.8813415252961 -0.9239908643480965 -0.2252736996164384 -2.950271926305019 -0.005479710335071608 5 117 0 0
37 4807 22000 292 -0.0002791239169427362 -270.44982410270217 -0.92619802774898 -0.22634721399888713 -2.9488732845271373 -0.00548210025467904 4 107 0 0
38 4928 22600 294 -0.0002791239169427362 -272.6477023983397 -0.9273731374093186 -0.22634721399888713 -2.9717177039502616 -0.005486880093893905 4 117 0 0
39 5033 23000 299 -0.0002791239169427362 -282.90867877424955 -0.9461828721546808 -0.2448128073146768 -2.9857765987408995 -0.005498829691931064 10 95 0 0
40 5135 23800 305 -0.0002791239169427362 -291.1245721129566 -0.9545067938129725 -0.2448128073146768 -2.9813083094928037 -0.00576793209612479 9 93 0 0
41 5246 24600 306 -0.0002791239169427362 -289.81353223057425 -0.9471030465051447 -0.22634721399888713 -2.980242686654744 -0.005834012737369526 7 104 0 0
42 5346 25800 307 -0.0002791239169427362 -288.8121770478059 -0.9407562770286837 -0.22742072838133587 -2.9558664934165475 -0.005335317075610892 6 94 0 0
43 5449 26800 310 -0.0002791239169427362 -295.416701005257 -0.952957100016958 -0.2391795325647597 -2.9516705680829016 -0.005361137232050832 5 98 0 0
44 5574 27600 312 -0.0002791239169427362 -291.687268030666 -0.9348950898418783 -0.23048349309808924 -2.932912644770026 -0.005378350669677463 10 115 0 0
45 5696 28400 314 -0.0002791239169427362 -292.8986990210061 -0.9327984045254971 -0.2391795325647597 -2.932299396814358 -0.005395564107304096 6 116 0 0
46 5818 29600 317 -0.0002791239169427362 -296.28928379334434 -0.9346665103890989 -0.2448128073146768 -2.931379524880856 -0.005421384263744035 5 117 0 0
47 5933 30400 320 -0.0002791239169427362 -301.30612640899005 -0.9415816450280939 -0.25416025924270946 -2.930459652947354 -0.005275921007829802 6 109 0 0
48 6037 31800 322 -0.0002791239169427362 -304.11327123292546 -0.944451152897284 -0.2652542488707148 -2.929621062995616 -0.005292283481544321 6 98 0 0
49 6140 32800 327 -0.0002791239169427362 -305.74776282886035 -0.9350084490179216 -0.26226207003981816 -2.926961233126095 -0.005335317075610892 8 95 0 0
