1 100 0 27 -0.049574917913126224 -35.03471925407137 -1.297582194595236 -1.172302202531795 -2.9633276480923847 -0.06841442045618294 36 64 0 0
2 205 400 32 -0.049574917913126224 -37.64062843240332 -1.1762696385126037 -0.9203016938241843 -2.9222950104509806 -0.0708022774626129 14 91 0 0
3 337 1000 43 -0.04429866922582004 -45.24057951175681 -1.0521065002734142 -0.9660939448707329 -2.818332157415605 -0.050532003896465005 23 109 0 0
4 443 1600 46 -0.04429866922582004 -43.635292636896274 -0.9485933181933973 -0.7315693783535033 -2.773175999494333 -0.05196763287147313 14 92 0 0
5 555 2200 52 -0.023854177624016648 -46.37614250618246 -0.8918488943496627 -0.6337309522095573 -2.6828636836517883 -0.04891091967043116 18 94 0 0
6 674 3000 60 -0.009295893942755207 -49.302759970644054 -0.8217126661774009 -0.4571864799531037 -2.562447262528396 -0.03664436372404768 15 104 0 0
7 786 3800 67 -0.009295893942755207 -51.6733854109502 -0.7712445583723911 -0.3731501656744336 -2.534641156946272 -0.03496069911612578 24 88 0 0
8 904 4800 72 -0.009295893942755207 -53.2579653590426 -0.7396939633200361 -0.300252164374441 -2.524012779494856 -0.024137581418593908 14 104 0 0
9 1021 5800 77 -0.0004841372524024834 -53.62327365872839 -0.696406151412057 -0.30690995808681176 -2.5133844020434397 -0.01805523898276467 16 101 0 0
10 1127 6600 79 -0.0004841372524024834 -52.302734894443155 -0.6620599353726981 -0.30690995808681176 -2.5091330510628733 -0.01829392231767811 14 92 0 0
11 1238 7600 86 -0.0004841372524024834 -59.95291584376196 -0.6971269284158367 -0.33662838887194824 -2.4958389438034594 -0.016742480640740867 22 89 0 0
12 1339 8600 91 -0.0004841372524024834 -59.85841636972263 -0.6577847952716773 -0.32309239178830723 -2.486796187524612 -0.017339188978024417 14 87 0 0
13 1449 9800 98 -0.0004841372524024834 -62.1968735381105 -0.6346619748786786 -0.2977957349643621 -2.474136328734225 -0.015586430489869274 23 87 0 0
14 1567 10800 111 -0.0004841372524024834 -67.34038889079852 -0.6066701701873741 -0.2935943706620703 -2.4219275874627373 -0.011119930121093552 38 80 0 0
15 1674 12200 122 -0.0004841372524024834 -73.1673514304508 -0.5997323887741868 -0.32147337707531065 -2.3717314447741127 -0.009372968104499684 27 80 0 0
16 1783 13400 133 -0.0004841372524024834 -78.58555714201921 -0.5908688506918738 -0.34723141988289663 -2.334187837745207 -0.010163438680323291 28 81 0 0
17 1889 14600 146 -0.0004841372524024834 -83.45044287898628 -0.5715783758834677 -0.335121635080522 -2.344429065693071 -0.009657370916741903 37 69 0 0
18 1995 15600 151 -0.0004841372524024834 -85.30614126153546 -0.5649413328578508 -0.3150663961589372 -2.331913842551927 -0.008494779656289697 30 76 0 0
19 2109 17000 156 -0.0004841372524024834 -84.38978483351275 -0.5409601591891843 -0.3069148530497836 -2.319398619410783 -0.008895336799522452 34 80 0 0
20 2221 18000 164 -0.0004841372524024834 -89.19647713751645 -0.5438809581555881 -0.2961788403013501 -2.3030090801452574 -0.007143995234493997 25 87 0 0
21 2328 19400 165 -0.0004841372524024834 -87.60418066281974 -0.5309344282595136 -0.29186553262707327 -2.3017176414371305 -0.007176328771866369 25 82 0 0
