1 200 0 41 -0.02135063623731291 -51.84937992956913 -1.2646190226724179 -0.8985944315221492 -2.886042809847208 -0.08678120132079026 0 0 0 0
2 408 1000 61 -0.02135063623731291 -76.55951510740016 -1.255074018154101 -0.8400268529268168 -2.9160469212192512 -0.048385244180710385 39 169 0 0
3 646 2000 76 -0.005915940199415104 -82.32288413818718 -1.0831958439235154 -0.5900779580588796 -2.927513277232258 -0.02056851984881027 46 192 0 0
4 909 2800 95 -0.0032357930281243785 -99.2812033694819 -1.0450652986261253 -0.5276866603973043 -2.895044043258821 -0.01825168556146622 47 216 0 0
