1 100 23 -0.0038546496581376433 -24.195570283025386 -1.0519813166532777 -0.6786937667491673 -2.950557209509213 -0.017886898483104097
2 200 32 -0.0038546496581376433 -38.330326440042946 -1.197822701251342 -0.955410865199699 -2.785247114552651 -0.01779369440637197
3 300 42 -0.0038546496581376433 -47.05193041720834 -1.1202840575525794 -0.7389757127038462 -2.6165254789640047 -0.012254152790683375
4 400 48 -0.0038546496581376433 -57.86718001418023 -1.2055662502954214 -0.9941031323795948 -2.7557512486166713 -0.011920552856314874
